491312, 0.00
491317, 0.00
491322, 0.00
491327, 0.05
491332, 0.16
491337, 0.26
491342, 0.36
491347, 0.51
491352, 0.66
491357, 0.80
491362, 1.05
491367, 1.28
491372, 1.51
491377, 1.74
491382, 1.95
491387, 2.22
491392, 2.47
491397, 2.72
491402, 2.96
491407, 3.25
491412, 3.52
491417, 3.74
491422, 4.00
491427, 4.25
491432, 4.50
491437, 4.79
491442, 5.02
491447, 5.25
491452, 5.52
491457, 5.78
491462, 5.98
491467, 6.17
491472, 6.46
491477, 6.75
491482, 6.92
491487, 7.08
491492, 7.30
491497, 7.56
491502, 7.81
491507, 8.00
491512, 8.18
491517, 8.36
491522, 8.54
491527, 8.70
491532, 8.87
491537, 9.02
491542, 9.18
491547, 9.32
491552, 9.52
491557, 9.71
491562, 9.84
491567, 9.97
491572, 10.10
491577, 10.22
491582, 10.33
491587, 10.44
491592, 10.55
491597, 10.66
491602, 10.76
491607, 10.86
491612, 10.95
491617, 11.05
491622, 11.14
491627, 11.23
491632, 11.31
491637, 11.39
491642, 11.47
491647, 11.55
491652, 11.62
491657, 11.64
491662, 11.66
491667, 11.73
491672, 11.80
491677, 11.87
491682, 11.93
491687, 11.99
491692, 12.00
491697, 12.01
491702, 12.07
491707, 12.13
491712, 12.18
491717, 12.24
491722, 12.24
491727, 12.24
491732, 12.29
491737, 12.34
491742, 12.34
491747, 12.34
491752, 12.39
491757, 12.43
491762, 12.43
491767, 12.42
491772, 12.47
491777, 12.46
491782, 12.45
491787, 12.50
491792, 12.49
491797, 12.48
491802, 12.53
491807, 12.52
491812, 12.51
491817, 12.55
491822, 12.54
491827, 12.53
491832, 12.52
491837, 12.51
491842, 12.56
491847, 12.60
491852, 12.59
491857, 12.58
491862, 12.57
491867, 12.56
491872, 12.60
491877, 12.59
491882, 12.58
491887, 12.57
491892, 12.56
491897, 12.55
491902, 12.53
491907, 12.53
491912, 12.52
491917, 12.51
491922, 12.50
491927, 12.49
491932, 12.48
491937, 12.47
491942, 12.46
491947, 12.46
491952, 12.45
491957, 12.44
491962, 12.44
491967, 12.43
491972, 12.42
491977, 12.42
491982, 12.41
491987, 12.40
491992, 12.40
491997, 12.39
492002, 12.39
492007, 12.38
492012, 12.38
492017, 12.37
492022, 12.31
492027, 12.31
492032, 12.31
492037, 12.30
492042, 12.30
492047, 12.30
492052, 12.30
492057, 12.29
492062, 12.29
492067, 12.24
492072, 12.23
492077, 12.23
492082, 12.23
492087, 12.29
492092, 12.28
492097, 12.23
492102, 12.23
492107, 12.23
492112, 12.17
492117, 12.18
492122, 12.23
492127, 12.23
492132, 12.18
492137, 12.18
492142, 12.18
492147, 12.18
492152, 12.18
492157, 12.18
492162, 12.18
492167, 12.13
492172, 12.08
492177, 12.08
492182, 12.09
492187, 12.09
492192, 12.10
492197, 12.10
492202, 12.10
492207, 12.05
492212, 12.06
492217, 12.06
492222, 12.07
492227, 12.07
492232, 12.08
492237, 12.08
492242, 12.03
492247, 12.04
492252, 12.04
492257, 12.05
492262, 12.05
492267, 12.06
492272, 12.06
492277, 12.01
492282, 12.02
492287, 12.03
492292, 12.03
492297, 12.04
492302, 12.04
492307, 12.05
492312, 12.00
492317, 12.01
492322, 12.01
492327, 12.02
492332, 12.03
492337, 11.98
492342, 11.98
492347, 11.99
492352, 12.00
492357, 12.01
492362, 12.01
492367, 12.02
492372, 12.02
492377, 12.03
492382, 11.98
492387, 11.99
492392, 12.00
492397, 12.00
492402, 12.01
492407, 11.96
492412, 11.97
492417, 11.98
492422, 11.99
492427, 11.99
492432, 12.00
492437, 12.01
492442, 11.96
492447, 11.97
492452, 11.97
492457, 11.98
492462, 11.99
492467, 12.00
492472, 12.00
492477, 12.01
492482, 12.02
492487, 11.97
492492, 11.98
492497, 11.98
492502, 11.99
492507, 12.00
492512, 12.00
492517, 12.01
492522, 11.96
492527, 11.97
492532, 11.98
492537, 11.99
492542, 11.99
492547, 12.00
492552, 12.01
492557, 12.01
492562, 12.02
492567, 11.97
492572, 11.98
492577, 12.04
492582, 12.05
492587, 12.00
492592, 12.00
492597, 12.01
492602, 12.02
492607, 12.02
492612, 12.03
492617, 12.04
492622, 11.99
492627, 11.99
492632, 12.00
492637, 12.01
492642, 12.01
492647, 12.02
492652, 12.03
492657, 11.98
492662, 11.99
492667, 11.99
492672, 12.00
492677, 12.01
492682, 12.01
492687, 12.02
492692, 12.03
492697, 12.03
492702, 11.98
492707, 11.99
492712, 12.00
492717, 12.00
492722, 12.01
492727, 12.02
492732, 12.02
492737, 12.03
492742, 12.04
492747, 11.99
492752, 11.99
492757, 12.00
492762, 12.01
492767, 12.01
492772, 12.02
492777, 12.03
492782, 11.98
492787, 11.99
492792, 11.99
492797, 12.00
492802, 12.01
492807, 12.01
492812, 12.02
492817, 11.97
492822, 11.98
492827, 11.99
492832, 11.94
492837, 11.95
492842, 12.01
492847, 12.02
492852, 11.97
492857, 11.98
492862, 11.98
492867, 11.99
492872, 12.00
492877, 12.01
492882, 12.01
492887, 11.96
492892, 11.97
492897, 11.98
492902, 11.99
492907, 11.99
492912, 12.00
492917, 12.01
492922, 11.96
492927, 11.97
492932, 11.98
492937, 11.98
492942, 11.99
492947, 12.00
492952, 12.00
492957, 12.01
492962, 12.02
492967, 12.02
492972, 12.03
492977, 11.98
492982, 11.99
492987, 12.00
492992, 12.00
492997, 12.01
493002, 12.02
493007, 12.02
493012, 11.97
493017, 11.98
493022, 11.99
493027, 12.00
493032, 12.00
493037, 12.01
493042, 12.02
493047, 11.97
493052, 11.98
493057, 12.04
493062, 12.04
493067, 11.99
493072, 12.00
493077, 12.01
493082, 12.01
493087, 12.02
493092, 12.03
493097, 12.03
493102, 11.98
493107, 11.99
493112, 12.00
493117, 12.01
493122, 12.01
493127, 12.02
493132, 12.02
493137, 12.03
493142, 12.04
493147, 11.99
493152, 11.99
493157, 12.00
493162, 12.01
493167, 12.01
493172, 12.02
493177, 12.03
493182, 11.98
493187, 11.99
493192, 11.99
493197, 12.00
493202, 12.01
493207, 12.01
493212, 12.02
493217, 11.97
493222, 11.98
493227, 11.99
493232, 11.99
493237, 12.00
493242, 12.01
493247, 12.01
493252, 12.02
493257, 12.03
493262, 11.98
493267, 11.99
493272, 11.99
493277, 12.00
493282, 12.01
493287, 12.01
493292, 12.02
493297, 11.97
493302, 11.98
493307, 12.04
493312, 12.05
493317, 12.00
493322, 12.00
493327, 12.01
493332, 12.02
493337, 12.02
493342, 12.03
493347, 12.04
493352, 11.99
493357, 11.99
493362, 12.00
493367, 12.01
493372, 12.01
493377, 12.02
493382, 12.03
493387, 11.98
493392, 11.99
493397, 11.99
493402, 12.00
493407, 12.01
493412, 12.01
493417, 12.02
493422, 11.97
493427, 11.98
493432, 11.99
493437, 11.99
493442, 12.00
493447, 12.01
493452, 12.01
493457, 11.97
493462, 11.97
493467, 11.98
493472, 11.99
493477, 12.00
493482, 12.00
493487, 12.01
493492, 11.96
493497, 11.97
493502, 11.98
493507, 11.98
493512, 11.99
493517, 12.00
493522, 12.01
493527, 11.96
493532, 11.97
493537, 11.97
493542, 11.98
493547, 11.99
493552, 12.00
493557, 12.00
493562, 11.96
493567, 11.96
493572, 11.97
493577, 11.98
493582, 11.99
493587, 11.99
493592, 12.00
493597, 11.95
493602, 11.96
493607, 11.97
493612, 11.98
493617, 11.98
493622, 11.99
