521908, 0.00
521913, 0.00
521918, 0.05
521923, 0.11
521928, 0.16
521933, 0.26
521938, 0.36
521943, 0.51
521948, 0.66
521953, 0.80
521958, 0.99
521963, 1.23
521968, 1.46
521973, 1.63
521978, 1.85
521983, 2.12
521988, 2.38
521993, 2.63
521998, 2.87
522003, 3.10
522008, 3.39
522013, 3.66
522018, 3.87
522023, 4.13
522028, 4.43
522033, 4.67
522038, 4.91
522043, 5.19
522048, 5.40
522053, 5.62
522058, 5.87
522063, 6.12
522068, 6.37
522073, 6.60
522078, 6.83
522083, 7.00
522088, 7.16
522093, 7.42
522098, 7.68
522103, 7.87
522108, 8.06
522113, 8.24
522118, 8.42
522123, 8.59
522128, 8.76
522133, 8.92
522138, 9.07
522143, 9.23
522148, 9.37
522153, 9.57
522158, 9.76
522163, 9.89
522168, 10.07
522173, 10.24
522178, 10.36
522183, 10.47
522188, 10.58
522193, 10.68
522198, 10.84
522203, 10.99
522208, 11.08
522213, 11.22
522218, 11.36
522223, 11.44
522228, 11.52
522233, 11.60
522238, 11.72
522243, 11.85
522248, 11.97
522253, 12.08
522258, 12.14
522263, 12.20
522268, 12.25
522273, 12.36
522278, 12.46
522283, 12.51
522288, 12.61
522293, 12.70
522298, 12.74
522303, 12.78
522308, 12.87
522313, 12.96
522318, 12.99
522323, 13.07
522328, 13.15
522333, 13.18
522338, 13.20
522343, 13.28
522348, 13.36
522353, 13.43
522358, 13.50
522363, 13.51
522368, 13.53
522373, 13.60
522378, 13.66
522383, 13.72
522388, 13.79
522393, 13.79
522398, 13.80
522403, 13.80
522408, 13.86
522413, 13.97
522418, 14.03
522423, 14.02
522428, 14.02
522433, 14.07
522438, 14.12
522443, 14.12
522448, 14.17
522453, 14.22
522458, 14.21
522463, 14.25
522468, 14.30
522473, 14.29
522478, 14.33
522483, 14.38
522488, 14.36
522493, 14.40
522498, 14.44
522503, 14.43
522508, 14.47
522513, 14.51
522518, 14.49
522523, 14.53
522528, 14.56
522533, 14.55
522538, 14.58
522543, 14.62
522548, 14.60
522553, 14.58
522558, 14.61
522563, 14.65
522568, 14.62
522573, 14.66
522578, 14.69
522583, 14.67
522588, 14.70
522593, 14.73
522598, 14.76
522603, 14.79
522608, 14.77
522613, 14.74
522618, 14.72
522623, 14.75
522628, 14.78
522633, 14.81
522638, 14.83
522643, 14.81
522648, 14.78
522653, 14.81
522658, 14.89
522663, 14.92
522668, 14.89
522673, 14.86
522678, 14.83
522683, 14.86
522688, 14.88
522693, 14.91
522698, 14.93
522703, 14.90
522708, 14.87
522713, 14.90
522718, 14.93
522723, 14.95
522728, 14.97
522733, 14.94
522738, 14.91
522743, 14.94
522748, 14.96
522753, 14.93
522758, 14.95
522763, 14.98
522768, 14.95
522773, 14.97
522778, 14.99
522783, 14.96
522788, 14.98
522793, 15.01
522798, 14.97
522803, 15.00
522808, 15.02
522813, 14.99
522818, 14.95
522823, 14.98
522828, 15.00
522833, 14.97
522838, 14.94
522843, 14.96
522848, 14.98
522853, 15.01
522858, 15.03
522863, 14.99
522868, 14.96
522873, 14.99
522878, 15.06
522883, 15.08
522888, 15.05
522893, 15.01
522898, 14.98
522903, 15.00
522908, 15.03
522913, 15.05
522918, 15.07
522923, 15.03
522928, 15.00
522933, 15.02
522938, 15.04
522943, 15.06
522948, 15.08
522953, 15.05
522958, 15.02
522963, 15.04
522968, 15.06
522973, 15.02
522978, 15.04
522983, 15.07
522988, 15.03
522993, 15.05
522998, 15.07
523003, 15.04
523008, 15.06
523013, 15.08
523018, 15.04
523023, 15.06
523028, 15.08
523033, 15.05
523038, 15.07
523043, 15.09
523048, 15.06
523053, 15.02
523058, 15.04
523063, 15.06
523068, 15.08
523073, 15.10
523078, 15.07
523083, 15.03
523088, 15.05
523093, 15.07
523098, 15.09
523103, 15.11
523108, 15.08
523113, 15.04
523118, 15.06
523123, 15.08
523128, 15.10
523133, 15.12
523138, 15.09
523143, 15.05
523148, 15.02
523153, 15.04
523158, 15.11
523163, 15.13
523168, 15.10
523173, 15.06
523178, 15.08
523183, 15.10
523188, 15.12
523193, 15.14
523198, 15.10
523203, 15.07
523208, 15.09
523213, 15.10
523218, 15.12
523223, 15.14
523228, 15.10
523233, 15.07
523238, 15.09
523243, 15.11
523248, 15.13
523253, 15.14
523258, 15.11
523263, 15.07
523268, 15.09
523273, 15.11
523278, 15.13
523283, 15.15
523288, 15.11
523293, 15.08
523298, 15.10
523303, 15.11
523308, 15.08
523313, 15.10
523318, 15.12
523323, 15.08
523328, 15.10
523333, 15.12
523338, 15.08
523343, 15.10
523348, 15.12
523353, 15.09
523358, 15.05
523363, 15.07
523368, 15.09
523373, 15.11
523378, 15.13
523383, 15.09
523388, 15.06
523393, 15.02
523398, 15.04
523403, 15.07
523408, 15.09
523413, 15.10
523418, 15.07
523423, 15.03
523428, 15.06
523433, 15.13
523438, 15.15
523443, 15.11
523448, 15.08
523453, 15.04
523458, 15.06
523463, 15.08
523468, 15.10
523473, 15.12
523478, 15.08
523483, 15.05
523488, 15.07
523493, 15.09
523498, 15.11
523503, 15.13
523508, 15.09
523513, 15.06
523518, 15.08
523523, 15.10
523528, 15.06
523533, 15.08
523538, 15.10
523543, 15.07
523548, 15.09
523553, 15.10
523558, 15.07
523563, 15.09
523568, 15.11
523573, 15.07
523578, 15.04
523583, 15.06
523588, 15.08
523593, 15.10
523598, 15.12
523603, 15.08
523608, 15.05
523613, 15.01
523618, 15.03
523623, 15.06
523628, 15.08
523633, 15.10
523638, 15.06
523643, 15.03
523648, 15.05
523653, 15.07
523658, 15.09
523663, 15.11
523668, 15.07
523673, 15.04
523678, 15.06
523683, 15.08
523688, 15.10
523693, 15.12
523698, 15.08
523703, 15.05
523708, 15.07
523713, 15.09
523718, 15.11
523723, 15.12
523728, 15.09
523733, 15.05
523738, 15.07
523743, 15.09
523748, 15.11
523753, 15.13
523758, 15.09
523763, 15.06
523768, 15.08
523773, 15.10
523778, 15.12
523783, 15.14
523788, 15.10
523793, 15.06
523798, 15.08
523803, 15.10
523808, 15.12
523813, 15.14
523818, 15.10
523823, 15.07
523828, 15.09
523833, 15.11
523838, 15.07
523843, 15.09
523848, 15.11
523853, 15.08
523858, 15.10
523863, 15.11
523868, 15.08
523873, 15.10
523878, 15.12
523883, 15.08
523888, 15.10
523893, 15.12
523898, 15.08
523903, 15.10
523908, 15.12
523913, 15.09
523918, 15.05
523923, 15.07
523928, 15.09
523933, 15.11
523938, 15.13
523943, 15.09
523948, 15.06
523953, 15.08
523958, 15.10
523963, 15.12
523968, 15.13
523973, 15.10
523978, 15.06
523983, 15.08
523988, 15.10
523993, 15.12
523998, 15.14
524003, 15.10
524008, 15.07
524013, 15.09
524018, 15.11
524023, 15.13
524028, 15.14
524033, 15.11
524038, 15.07
524043, 15.09
524048, 15.11
524053, 15.07
524058, 15.09
524063, 15.11
524068, 15.08
524073, 15.04
524078, 15.06
524083, 15.08
524088, 15.10
524093, 15.12
524098, 15.09
524103, 15.05
524108, 15.07
524113, 15.09
524118, 15.06
524123, 15.08
524128, 15.10
524133, 15.06
524138, 15.08
524143, 15.10
524148, 15.07
524153, 15.08
524158, 15.10
524163, 15.07
524168, 15.03
524173, 15.06
524178, 15.08
524183, 15.10
524188, 15.11
524193, 15.08
524198, 15.04
524203, 15.01
524208, 15.03
524213, 15.11
524218, 15.13
524223, 15.09
524228, 15.05
524233, 15.02
524238, 15.04
524243, 15.12
524248, 15.14
524253, 15.10
524258, 15.06
524263, 15.08
524268, 15.10
524273, 15.07
524278, 15.09
524283, 15.11
524288, 15.07
524293, 15.04
524298, 15.06
524303, 15.08
524308, 15.10
524313, 15.12
524318, 15.08
524323, 15.05
524328, 15.07
524333, 15.09
524338, 15.11
524343, 15.12
524348, 15.09
524353, 15.11
524358, 15.13
524363, 15.09
524368, 15.06
524373, 15.08
524378, 15.09
524383, 15.06
524388, 15.08
524393, 15.10
524398, 15.06
524403, 15.08
524408, 15.10
524413, 15.07
524418, 15.09
524423, 15.11
524428, 15.07
524433, 15.09
524438, 15.11
524443, 15.07
524448, 15.09
524453, 15.11
524458, 15.08
524463, 15.10
524468, 15.12
524473, 15.08
524478, 15.05
524483, 15.07
524488, 15.14
524493, 15.16
524498, 15.12
524503, 15.09
524508, 15.05
524513, 15.07
524518, 15.14
524523, 15.16
524528, 15.12
524533, 15.09
524538, 15.05
524543, 15.07
524548, 15.15
524553, 15.17
524558, 15.13
524563, 15.09
524568, 15.11
524573, 15.13
524578, 15.09
524583, 15.11
524588, 15.13
524593, 15.09
524598, 15.06
524603, 15.08
524608, 15.10
524613, 15.12
524618, 15.14
524623, 15.10
524628, 15.06
524633, 15.08
524638, 15.10
524643, 15.07
524648, 15.09
524653, 15.11
524658, 15.07
524663, 15.09
524668, 15.11
524673, 15.08
524678, 15.09
524683, 15.11
524688, 15.08
524693, 15.04
524698, 15.06
524703, 15.08
524708, 15.10
524713, 15.12
524718, 15.09
524723, 15.05
524728, 15.02
524733, 15.04
524738, 15.11
524743, 15.13
524748, 15.10
524753, 15.06
524758, 15.03
524763, 15.05
524768, 15.07
524773, 15.09
524778, 15.11
524783, 15.07
524788, 15.04
524793, 15.06
524798, 15.08
524803, 15.10
524808, 15.12
524813, 15.08
524818, 15.05
524823, 15.07
524828, 15.09
524833, 15.05
524838, 15.07
524843, 15.09
524848, 15.06
524853, 15.02
524858, 15.04
524863, 15.06
524868, 15.08
524873, 15.10
524878, 15.07
524883, 15.03
524888, 15.06
524893, 15.08
524898, 15.10
524903, 15.11
524908, 15.08
524913, 15.04
524918, 15.06
524923, 15.08
524928, 15.10
